##[["GX taxonomy analysis report", 3, 1], {"git-rev": "v0.5.5-9-gfc836c1", "run-date": "Sat Oct 11 22:05:31 2025", "db": {"build-date": "2023-01-24", "seqs": 3025824, "Gbp": 709.264}, "run-info": {"agg-cvg": 0.50219, "asserted-div": "anml:insects", "inferred-primary-divs": ["anml:insects"], "corrected-primary-divs": ["anml:insects"], "genome-hash": "123b9128e3414282"}}]
#seq-id	seq-len	(xp,lc,co,n,mt,pt,pm)-len	cvg-by-all	sep1	tax-name-1	tax-id-1	div-1	cvg-by-div-1	cvg-by-tax-1	score-1	sep2	tax-id-2	div-2	cvg-by-div-2	cvg-by-tax-2	score-2	sep3	tax-id-3	div-3	cvg-by-div-3	cvg-by-tax-3	score-3	sep4	tax-id-4	div-4	cvg-by-div-4	cvg-by-tax-4	score-4	sep5	reserved	result	div	div_pct_cvg
ptg000021l~~7024248..15921948	8897701	1522872,451329,9760,0,0,0,0	5967455	|	Teleogryllus occipitalis	470939	anml:insects	5772329	5675374	8460	|	105785	anml:insects	5772329	66631	460	|	95602	anml:crustaceans	159034	39061	257	|	6706	anml:crustaceans	159034	35167	230	|	n/a	primary-div	anml:insects	65
ptg000021l~~15921949..15924283	2335	854,0,0,0,0,0,0	2316	|	Carcharodon carcharias	13397	anml:fishes	2185	2185	56	|	6687	anml:crustaceans	1417	1417	45	|						|						|	n/a	inconclusive	anml:fishes	94
ptg000021l~~15924284..17538918	1614635	313621,89119,2720,0,0,0,0	962638	|	Teleogryllus occipitalis	470939	anml:insects	910751	893437	2875	|	136037	anml:insects	910751	11088	186	|	35525	anml:crustaceans	47293	6346	159	|	6687	anml:crustaceans	47293	6985	118	|	n/a	primary-div	anml:insects	56
ptg000022l	2579165	357701,105257,1420,0,0,0,0	1815733	|	Teleogryllus occipitalis	470939	anml:insects	1765076	1749806	4431	|	7994	anml:fishes	41365	6262	121	|	161013	anml:insects	1765076	4479	119	|	8407	anml:amphibians	7143	6472	110	|	n/a	primary-div	anml:insects	68
ptg000023l	4489618	926425,254860,2260,0,0,0,0	2474110	|	Teleogryllus occipitalis	470939	anml:insects	2349764	2306724	4312	|	95602	anml:crustaceans	55147	21860	194	|	431949	anml:insects	2349764	11429	181	|	13397	anml:fishes	52291	16962	152	|	n/a	primary-div	anml:insects	52
ptg000024l	2152971	453287,113916,6400,0,0,0,0	1342028	|	Teleogryllus occipitalis	470939	anml:insects	1290567	1256515	3617	|	136037	anml:insects	1290567	22360	273	|	6687	anml:crustaceans	37888	10338	150	|	95602	anml:crustaceans	37888	8705	138	|	n/a	primary-div	anml:insects	60
ptg000025l	772827	153140,54965,0,0,0,0,0	187252	|	Teleogryllus occipitalis	470939	anml:insects	152562	137437	829	|	742174	anml:insects	152562	5027	174	|	390379	anml:fishes	16265	2338	87	|	13397	anml:fishes	16265	5010	79	|	n/a	repeat	anml:insects	20
ptg000026l	10932689	2774235,461500,7440,0,0,0,0	5920342	|	Teleogryllus occipitalis	470939	anml:insects	5692331	5555817	7508	|	431949	anml:insects	5692331	63292	508	|	27405	anml:crustaceans	65355	8907	214	|	41117	anml:crustaceans	65355	9603	188	|	n/a	primary-div	anml:insects	52
ptg000027l	2698618	729080,86028,280,0,0,0,0	1496041	|	Teleogryllus occipitalis	470939	anml:insects	1439805	1393061	3802	|	136037	anml:insects	1439805	51253	423	|	96803	anml:crustaceans	44660	9893	308	|	41117	anml:crustaceans	44660	14319	170	|	n/a	primary-div	anml:insects	53
ptg000028l	1711815	833656,103020,0,0,0,0,0	453893	|	Teleogryllus occipitalis	470939	anml:insects	414582	393193	1753	|	63436	anml:insects	414582	11740	131	|	13616	anml:marsupials	8397	8397	102	|	4072	plnt:plants	11177	5042	80	|	n/a	repeat	anml:insects	24
ptg000029l	5704888	870768,276167,5320,0,0,0,0	3884661	|	Teleogryllus occipitalis	470939	anml:insects	3771535	3710246	6399	|	108931	anml:insects	3771535	13673	371	|	6706	anml:crustaceans	90964	35933	242	|	95602	anml:crustaceans	90964	22401	192	|	n/a	primary-div	anml:insects	66
ptg000030l~~1..6297882	6297882	1303186,363087,4320,0,0,0,0	3537988	|	Teleogryllus occipitalis	470939	anml:insects	3359991	3309839	5378	|	108931	anml:insects	3359991	7417	345	|	6706	anml:crustaceans	70051	24057	185	|	6728	anml:crustaceans	70051	20661	183	|	n/a	primary-div	anml:insects	53
ptg000030l~~6297883..6300363	2481	368,0,0,0,0,0,0	2183	|	Portunus trituberculatus	210409	anml:crustaceans	1463	1413	44	|	34506	anml:nematodes	737	737	29	|	2939545	fung:budding yeasts	357	357	23	|	470939	anml:insects	688	317	20	|	n/a	same-kingdom-chimeric	anml:crustaceans	59
ptg000030l~~6300364..7518105	1217742	247600,75956,1060,0,0,0,0	780608	|	Teleogryllus occipitalis	470939	anml:insects	757194	751973	3097	|	8030	anml:fishes	18239	8519	106	|	486640	anml:insects	757194	3501	104	|	2743191	anml:echinoderms	6529	6343	101	|	n/a	primary-div	anml:insects	62
ptg000031l	2870741	647418,256555,2140,0,0,0,0	1577744	|	Teleogryllus occipitalis	470939	anml:insects	1491545	1458936	3592	|	136037	anml:insects	1491545	12983	196	|	95602	anml:crustaceans	52334	18170	167	|	6728	anml:crustaceans	52334	19387	158	|	n/a	primary-div	anml:insects	52
ptg000032l	7811661	1605867,231997,4020,0,0,0,0	4360911	|	Teleogryllus occipitalis	470939	anml:insects	4217318	4046772	6807	|	105785	anml:insects	4217318	124573	602	|	6706	anml:crustaceans	76264	17491	215	|	35525	anml:crustaceans	76264	21506	214	|	n/a	primary-div	anml:insects	54
ptg000033l	1594361	416567,91759,240,0,0,0,0	676615	|	Teleogryllus occipitalis	470939	anml:insects	636555	605443	2433	|	105785	anml:insects	636555	19791	245	|	27405	anml:crustaceans	26033	10701	150	|	1232801	anml:crustaceans	26033	5789	101	|	n/a	primary-div	anml:insects	40
ptg000034l	1328639	419870,31819,0,0,0,0,0	636666	|	Teleogryllus occipitalis	470939	anml:insects	608056	588688	2121	|	72248	anml:insects	608056	5624	273	|	95602	anml:crustaceans	10666	5049	118	|	6412	anml:worms	3002	3002	70	|	n/a	primary-div	anml:insects	46
ptg000035l~~1..6217651	6217651	899078,249509,7780,0,0,0,0	4755299	|	Teleogryllus occipitalis	470939	anml:insects	4644230	4622143	7861	|	105785	anml:insects	4644230	33796	343	|	27405	anml:crustaceans	110245	26467	223	|	6706	anml:crustaceans	110245	26015	220	|	n/a	primary-div	anml:insects	75
ptg000035l~~6217652..6221196	3545	1675,0,0,0,0,0,0	3295	|	Procambarus clarkii	6728	anml:crustaceans	3277	3218	66	|	470939	anml:insects	533	533	39	|	2743191	anml:echinoderms	1241	1241	37	|	6573	anml:molluscs	928	928	32	|	n/a	same-kingdom-chimeric	anml:crustaceans	92
ptg000035l~~6221197..6222295	1099	1097,0,0,0,0,0,0	755	|	Chiridota heheva	2743191	anml:echinoderms	623	623	27	|	6728	anml:crustaceans	177	177	15	|						|						|	n/a	repeat	anml:echinoderms	57
ptg000035l~~6222296..6225847	3552	1708,0,0,0,0,0,0	3552	|	Procambarus clarkii	6728	anml:crustaceans	2957	2957	64	|	7757	anml:fishes	1417	1417	41	|	2743191	anml:echinoderms	1122	1122	36	|	2511025	prok:a-proteobacteria	453	453	24	|	n/a	same-kingdom-chimeric	anml:crustaceans	83
ptg000035l~~6225848..10745223	4519376	815902,166881,4380,0,0,0,0	2935112	|	Teleogryllus occipitalis	470939	anml:insects	2836725	2802433	5705	|	105785	anml:insects	2836725	21427	247	|	6728	anml:crustaceans	57529	23339	200	|	13397	anml:fishes	76249	18992	151	|	n/a	primary-div	anml:insects	63
ptg000036l	9926434	6340054,425645,3660,0,0,0,0	2721332	|	Teleogryllus occipitalis	470939	anml:insects	2501999	2448183	4824	|	105785	anml:insects	2501999	29350	300	|	13397	anml:fishes	67574	30421	195	|	6706	anml:crustaceans	44772	10898	121	|	n/a	repeat	anml:insects	25
ptg000037l	5627766	1345878,489624,12440,0,0,0,0	2891971	|	Teleogryllus occipitalis	470939	anml:insects	2690313	2630071	4901	|	431949	anml:insects	2690313	33130	348	|	27405	anml:crustaceans	99396	28183	248	|	6728	anml:crustaceans	99396	23390	194	|	n/a	primary-div	anml:insects	48
ptg000038l	4912260	970147,348377,7300,0,0,0,0	2832659	|	Teleogryllus occipitalis	470939	anml:insects	2671698	2614578	4847	|	431949	anml:insects	2671698	12561	230	|	8407	anml:amphibians	20106	13454	174	|	6706	anml:crustaceans	54748	17992	163	|	n/a	primary-div	anml:insects	54
ptg000039l	3473136	715599,178593,2920,0,0,0,0	1968582	|	Teleogryllus occipitalis	470939	anml:insects	1883115	1860203	4114	|	431949	anml:insects	1883115	11292	170	|	27405	anml:crustaceans	35186	6151	138	|	6706	anml:crustaceans	35186	12994	131	|	n/a	primary-div	anml:insects	54
ptg000040l	2157339	419205,173825,1640,0,0,0,0	1312008	|	Teleogryllus occipitalis	470939	anml:insects	1252873	1235750	3553	|	431949	anml:insects	1252873	10230	202	|	1735272	anml:molluscs	27243	4645	98	|	13397	anml:fishes	34389	7636	98	|	n/a	primary-div	anml:insects	58
ptg000041l	9101904	1674964,921869,11600,0,0,0,0	5256154	|	Teleogryllus occipitalis	470939	anml:insects	5040646	4952182	6843	|	136037	anml:insects	5040646	47676	364	|	27405	anml:crustaceans	128384	19528	225	|	6728	anml:crustaceans	128384	29316	219	|	n/a	primary-div	anml:insects	55
ptg000042l	2445844	451697,112462,2140,0,0,0,0	1506236	|	Teleogryllus occipitalis	470939	anml:insects	1445006	1410205	3912	|	431949	anml:insects	1445006	14838	255	|	27405	anml:crustaceans	27653	6208	141	|	210409	anml:crustaceans	27653	9697	110	|	n/a	primary-div	anml:insects	59
ptg000043l	5763753	2303941,251183,7900,0,0,0,0	2329611	|	Teleogryllus occipitalis	470939	anml:insects	2159047	2064574	4294	|	108931	anml:insects	2159047	11479	379	|	8030	anml:fishes	43283	17990	166	|	6706	anml:crustaceans	61584	16107	164	|	n/a	repeat	anml:insects	37
ptg000044l	5226014	1031219,236514,3840,0,0,0,0	3196292	|	Teleogryllus occipitalis	470939	anml:insects	3103460	3005193	5848	|	136037	anml:insects	3103460	78972	468	|	8030	anml:fishes	54278	16883	160	|	6087	anml:basal metazoans	16018	6505	138	|	n/a	primary-div	anml:insects	59
ptg000045l	7192224	1260368,464602,8140,0,0,0,0	4404581	|	Teleogryllus occipitalis	470939	anml:insects	4233880	4151090	6258	|	105785	anml:insects	4233880	47751	363	|	6728	anml:crustaceans	105851	28690	204	|	95602	anml:crustaceans	105851	29722	203	|	n/a	primary-div	anml:insects	59
ptg000046l	631556	123343,31222,0,0,0,0,0	398480	|	Teleogryllus occipitalis	470939	anml:insects	389548	383665	1980	|	7038	anml:insects	389548	2476	96	|	6706	anml:crustaceans	7002	4177	71	|	7906	anml:fishes	6813	2597	54	|	n/a	primary-div	anml:insects	62
ptg000047l~~1..1913285	1913285	405439,92179,0,0,0,0,0	1116299	|	Teleogryllus occipitalis	470939	anml:insects	1080803	1046734	3297	|	431949	anml:insects	1080803	20841	253	|	6087	anml:basal metazoans	10373	8674	165	|	96803	anml:crustaceans	31013	10624	164	|	n/a	primary-div	anml:insects	56
ptg000047l~~1913286..1915647	2362	233,0,0,0,0,0,0	1455	|	Erpetoichthys calabaricus	27687	anml:fishes	1184	1184	81	|	8520	anml:reptiles	903	903	57	|	470939	anml:insects	109	109	11	|						|	n/a	inconclusive	anml:fishes	50
ptg000047l~~1915648..4402197	2486550	655726,94913,680,0,0,0,0	1376930	|	Teleogryllus occipitalis	470939	anml:insects	1325783	1268422	3585	|	431949	anml:insects	1325783	40996	395	|	6087	anml:basal metazoans	4926	3169	98	|	6604	anml:molluscs	27802	4634	98	|	n/a	primary-div	anml:insects	53
ptg000048l	1879337	462403,99148,900,0,0,0,0	949493	|	Teleogryllus occipitalis	470939	anml:insects	894688	860545	2771	|	431949	anml:insects	894688	15038	238	|	27687	anml:fishes	25584	2101	119	|	174720	anml:nematodes	12299	3420	99	|	n/a	primary-div	anml:insects	48
ptg000049l	4829191	1358688,230011,4780,0,0,0,0	2221433	|	Teleogryllus occipitalis	470939	anml:insects	2088804	2002044	4451	|	105785	anml:insects	2088804	43626	381	|	13397	anml:fishes	76370	16751	152	|	6454	anml:molluscs	43595	12144	139	|	n/a	primary-div	anml:insects	43
ptg000050l	2287512	1683330,77017,420,0,0,0,0	330641	|	Teleogryllus occipitalis	470939	anml:insects	279137	211390	1204	|	431949	anml:insects	279137	34504	461	|	95602	anml:crustaceans	9029	4802	145	|	13397	anml:fishes	12552	7801	110	|	n/a	repeat	anml:insects	12
ptg000051l	378211	76198,11095,140,0,0,0,0	228769	|	Teleogryllus occipitalis	470939	anml:insects	221279	212388	1542	|	105785	anml:insects	221279	10091	157	|	109293	anml:fishes	5199	2688	91	|	409849	anml:fishes	5199	2511	81	|	n/a	primary-div	anml:insects	59
ptg000052l	22207780	4087669,1200352,17740,0,0,0,0	13993327	|	Teleogryllus occipitalis	470939	anml:insects	13518018	13289478	11981	|	431949	anml:insects	13518018	77377	493	|	6728	anml:crustaceans	205305	73460	360	|	7757	anml:fishes	247232	34208	262	|	n/a	primary-div	anml:insects	61
ptg000053l	924423	167749,98498,7020,0,0,0,0	498488	|	Teleogryllus occipitalis	470939	anml:insects	463130	453024	2194	|	105785	anml:insects	463130	11550	219	|	96803	anml:crustaceans	24263	6985	161	|	6579	anml:molluscs	29122	10464	152	|	n/a	primary-div	anml:insects	50
ptg000054l	1450985	330560,164178,1960,0,0,0,0	716556	|	Teleogryllus occipitalis	470939	anml:insects	660828	649386	2347	|	13397	anml:fishes	23086	8494	105	|	8030	anml:fishes	23086	7566	100	|	105785	anml:insects	660828	3669	94	|	n/a	primary-div	anml:insects	46
ptg000055l	6724681	1282791,279953,5440,0,0,0,0	4402746	|	Teleogryllus occipitalis	470939	anml:insects	4295375	4194873	7390	|	431949	anml:insects	4295375	38109	376	|	210409	anml:crustaceans	86299	20818	210	|	6728	anml:crustaceans	86299	19486	208	|	n/a	primary-div	anml:insects	64
ptg000056l	8423037	1865993,306881,5060,0,0,0,0	4480953	|	Teleogryllus occipitalis	470939	anml:insects	4270007	4159335	6309	|	431949	anml:insects	4270007	42866	424	|	6706	anml:crustaceans	78950	11909	194	|	46514	anml:echinoderms	13751	4256	175	|	n/a	primary-div	anml:insects	51
ptg000057l	10641023	2086543,779686,8400,0,0,0,0	5868259	|	Teleogryllus occipitalis	470939	anml:insects	5541249	5445272	6768	|	431949	anml:insects	5541249	26150	314	|	6728	anml:crustaceans	132869	38084	227	|	13397	anml:fishes	129533	32517	205	|	n/a	primary-div	anml:insects	52
ptg000058l	1348717	223619,73189,1140,0,0,0,0	837298	|	Teleogryllus occipitalis	470939	anml:insects	806830	796067	2668	|	2817044	anml:insects	806830	9389	164	|	6687	anml:crustaceans	24587	6041	111	|	13397	anml:fishes	21593	5929	110	|	n/a	primary-div	anml:insects	60
ptg000059l~~1..4430273	4430273	936673,225054,2100,0,0,0,0	2629188	|	Teleogryllus occipitalis	470939	anml:insects	2530379	2466423	5259	|	431949	anml:insects	2530379	39323	328	|	6728	anml:crustaceans	45713	11985	171	|	13397	anml:fishes	55092	10819	122	|	n/a	primary-div	anml:insects	57
ptg000059l~~4430274..4432474	2201	0,0,0,0,0,0,0	1763	|	Elephas maximus	99487	anml:mammals	1507	1507	64	|	470939	anml:insects	526	526	25	|	34163	plnt:mosses	219	219	16	|	105785	anml:insects	526	17	4	|	n/a	inconclusive	anml:mammals	68
ptg000059l~~4432475..11084603	6652129	1353839,436362,6000,0,0,0,0	3751003	|	Teleogryllus occipitalis	470939	anml:insects	3556328	3481635	5681	|	202533	anml:insects	3556328	9822	318	|	13397	anml:fishes	112612	36392	213	|	6706	anml:crustaceans	83616	24228	189	|	n/a	primary-div	anml:insects	53
ptg000060l	4676282	729613,314164,15240,0,0,0,0	3118031	|	Teleogryllus occipitalis	470939	anml:insects	3013265	2981226	5721	|	136037	anml:insects	3013265	32224	333	|	13397	anml:fishes	102387	35591	240	|	7906	anml:fishes	102387	11094	185	|	n/a	primary-div	anml:insects	64
ptg000061l	1679672	786558,59262,860,0,0,0,0	537242	|	Teleogryllus occipitalis	470939	anml:insects	477604	441936	1730	|	13686	anml:insects	477604	6849	216	|	8030	anml:fishes	18009	10092	113	|	6728	anml:crustaceans	13395	4326	88	|	n/a	repeat	anml:insects	28
ptg000062l	3369112	838274,285076,9820,0,0,0,0	1161356	|	Teleogryllus occipitalis	470939	anml:insects	996289	934024	2391	|	108931	anml:insects	996289	9533	382	|	667381	anml:rotifers	15282	6432	209	|	8520	anml:reptiles	10239	3557	205	|	n/a	low-coverage	anml:insects	30
ptg000063l~~1..6205362	6205362	1315487,393675,4000,0,0,0,0	3285463	|	Teleogryllus occipitalis	470939	anml:insects	3135444	3077878	5322	|	108931	anml:insects	3135444	16467	392	|	13397	anml:fishes	57547	26886	187	|	6454	anml:molluscs	49556	17681	151	|	n/a	primary-div	anml:insects	51
ptg000063l~~6205363..6208091	2729	713,0,0,0,0,0,0	2721	|	Astyanax mexicanus	7994	anml:fishes	2576	1699	57	|	7955	anml:fishes	2576	1432	56	|	210409	anml:crustaceans	658	658	33	|	42254	anml:mammals	679	679	27	|	n/a	inconclusive	anml:fishes	94
ptg000063l~~6208092..8701275	2493184	458375,151611,820,0,0,0,0	1524550	|	Teleogryllus occipitalis	470939	anml:insects	1481051	1449663	3941	|	105785	anml:insects	1481051	34832	324	|	6669	anml:crustaceans	32625	7878	152	|	6706	anml:crustaceans	32625	6182	135	|	n/a	primary-div	anml:insects	59
ptg000064l	1622866	329199,106364,520,0,0,0,0	903329	|	Teleogryllus occipitalis	470939	anml:insects	862284	841443	2982	|	136037	anml:insects	862284	22622	272	|	6687	anml:crustaceans	19317	13154	150	|	27405	anml:crustaceans	19317	6618	117	|	n/a	primary-div	anml:insects	53
ptg000065l	5046624	1066590,311601,1560,0,0,0,0	2943619	|	Teleogryllus occipitalis	470939	anml:insects	2817409	2764905	5144	|	108931	anml:insects	2817409	16089	421	|	13397	anml:fishes	68858	28160	189	|	95602	anml:crustaceans	56154	16064	145	|	n/a	primary-div	anml:insects	56
ptg000066l	143068	46347,18000,0,0,0,0,0	44298	|	Teleogryllus occipitalis	470939	anml:insects	41647	40094	540	|	6728	anml:crustaceans	1631	1631	79	|	1271730	anml:insects	41647	2220	51	|	8030	anml:fishes	1516	1516	42	|	n/a	repeat	anml:insects	29
ptg000067l	4340157	882284,490630,5880,0,0,0,0	2441649	|	Teleogryllus occipitalis	470939	anml:insects	2290417	2240069	4751	|	105785	anml:insects	2290417	22797	259	|	95602	anml:crustaceans	69194	28016	187	|	27405	anml:crustaceans	69194	12695	134	|	n/a	primary-div	anml:insects	53
ptg000068l	13220768	3842575,551477,7240,0,0,0,0	5496296	|	Teleogryllus occipitalis	470939	anml:insects	5107440	4902059	6235	|	431949	anml:insects	5107440	64499	520	|	13397	anml:fishes	115814	37541	219	|	6728	anml:crustaceans	100660	28511	211	|	n/a	primary-div	anml:insects	39
